statecode,policyID,county_name,line
FL,751862,DUVAL COUNTY,Residential
FL,347062,DUVAL COUNTY,Commercial
FL,894809,DUVAL COUNTY,Commercial
FL,762476,DUVAL COUNTY,Commercial
FL,747976,DUVAL COUNTY,Commercial
FL,685314,DUVAL COUNTY,Residential
FL,387815,DUVAL COUNTY,Residential
FL,991621,DUVAL COUNTY,Residential
FL,998347,DUVAL COUNTY,Residential
FL,996182,DUVAL COUNTY,Residential
FL,840804,DUVAL COUNTY,Residential
FL,783604,DUVAL COUNTY,Commercial
FL,253701,DUVAL COUNTY,Residential
FL,840979,DUVAL COUNTY,Residential
FL,861594,DUVAL COUNTY,Residential
FL,779435,DUVAL COUNTY,Residential
FL,900859,DUVAL COUNTY,Residential
FL,186330,DUVAL COUNTY,Residential
FL,512609,DUVAL COUNTY,Residential
FL,432937,DUVAL COUNTY,Residential
FL,412242,DUVAL COUNTY,Residential
FL,597608,DUVAL COUNTY,Residential
FL,213466,DUVAL COUNTY,Residential
FL,517820,DUVAL COUNTY,Residential
FL,980965,DUVAL COUNTY,Residential
FL,191055,DUVAL COUNTY,Residential
FL,510055,DUVAL COUNTY,Residential
FL,843311,DUVAL COUNTY,Residential
FL,816735,DUVAL COUNTY,Residential
FL,337433,DUVAL COUNTY,Residential
FL,623083,DUVAL COUNTY,Residential
FL,528326,DUVAL COUNTY,Residential
FL,334012,DUVAL COUNTY,Residential
FL,531464,DUVAL COUNTY,Residential
FL,128205,DUVAL COUNTY,Residential
FL,982934,DUVAL COUNTY,Residential
FL,366858,DUVAL COUNTY,Residential
FL,917861,DUVAL COUNTY,Residential
FL,210083,DUVAL COUNTY,Residential
FL,586410,DUVAL COUNTY,Residential
FL,237321,DUVAL COUNTY,Residential
FL,910610,DUVAL COUNTY,Residential
FL,617475,DUVAL COUNTY,Residential
FL,902121,DUVAL COUNTY,Residential
FL,182262,DUVAL COUNTY,Residential
FL,945617,DUVAL COUNTY,Residential
FL,156266,DUVAL COUNTY,Residential
FL,588078,DUVAL COUNTY,Residential
FL,688316,DUVAL COUNTY,Commercial
FL,382076,DUVAL COUNTY,Residential
FL,121582,DUVAL COUNTY,Commercial
FL,563196,DUVAL COUNTY,Residential
FL,643286,DUVAL COUNTY,Commercial
FL,142017,DUVAL COUNTY,Commercial
FL,879091,DUVAL COUNTY,Residential
FL,337675,DUVAL COUNTY,Residential
FL,379732,DUVAL COUNTY,Commercial
FL,932035,DUVAL COUNTY,Commercial
FL,312404,DUVAL COUNTY,Commercial
FL,747081,DUVAL COUNTY,Residential
FL,901144,DUVAL COUNTY,Residential
FL,196907,DUVAL COUNTY,Residential
FL,388423,DUVAL COUNTY,Commercial
FL,856044,DUVAL COUNTY,Commercial
FL,539127,DUVAL COUNTY,Commercial
FL,700397,DUVAL COUNTY,Residential
FL,661275,DUVAL COUNTY,Residential
FL,139221,DUVAL COUNTY,Residential
FL,937181,DUVAL COUNTY,Residential
FL,543206,DUVAL COUNTY,Commercial
FL,341736,DUVAL COUNTY,Residential
FL,754850,DUVAL COUNTY,Commercial
FL,866762,DUVAL COUNTY,Residential
FL,356525,DUVAL COUNTY,Residential
FL,871304,DUVAL COUNTY,Residential
FL,758309,DUVAL COUNTY,Residential
FL,803289,DUVAL COUNTY,Residential
FL,922786,DUVAL COUNTY,Residential
FL,549990,DUVAL COUNTY,Residential
FL,168802,DUVAL COUNTY,Residential
FL,546453,DUVAL COUNTY,Residential
FL,813885,DUVAL COUNTY,Residential
FL,353826,DUVAL COUNTY,Residential
FL,938192,DUVAL COUNTY,Residential
FL,302211,DUVAL COUNTY,Residential
FL,331518,DUVAL COUNTY,Residential
FL,631541,DUVAL COUNTY,Residential
FL,373350,DUVAL COUNTY,Residential
FL,840399,DUVAL COUNTY,Residential
FL,107484,DUVAL COUNTY,Residential
FL,134321,DUVAL COUNTY,Residential
FL,245082,DUVAL COUNTY,Residential
FL,895779,DUVAL COUNTY,Residential
FL,614634,DUVAL COUNTY,Residential
FL,731255,DUVAL COUNTY,Residential
FL,870031,DUVAL COUNTY,Residential
FL,240901,DUVAL COUNTY,Residential
FL,663297,DUVAL COUNTY,Residential
FL,191014,DUVAL COUNTY,Residential
FL,325852,DUVAL COUNTY,Residential
FL,121870,DUVAL COUNTY,Residential
FL,751791,DUVAL COUNTY,Residential
FL,273278,DUVAL COUNTY,Residential
FL,381736,DUVAL COUNTY,Residential
FL,625288,DUVAL COUNTY,Residential
FL,315535,DUVAL COUNTY,Residential
FL,774751,DUVAL COUNTY,Residential
FL,328683,DUVAL COUNTY,Residential
FL,423065,DUVAL COUNTY,Residential
FL,213789,DUVAL COUNTY,Residential
FL,844864,DUVAL COUNTY,Residential
FL,662432,DUVAL COUNTY,Residential
FL,776510,DUVAL COUNTY,Residential
FL,375098,DUVAL COUNTY,Residential
FL,161060,DUVAL COUNTY,Residential
FL,465293,DUVAL COUNTY,Residential
FL,704983,DUVAL COUNTY,Residential
FL,378969,DUVAL COUNTY,Residential
FL,983689,DUVAL COUNTY,Residential
FL,541087,DUVAL COUNTY,Residential
FL,525184,DUVAL COUNTY,Residential
FL,864811,DUVAL COUNTY,Residential
FL,312073,DUVAL COUNTY,Residential
FL,830827,DUVAL COUNTY,Residential
FL,603600,DUVAL COUNTY,Residential
FL,830638,DUVAL COUNTY,Residential
FL,755799,DUVAL COUNTY,Residential
FL,414134,DUVAL COUNTY,Residential
FL,733306,DUVAL COUNTY,Residential
FL,483113,DUVAL COUNTY,Residential
FL,201599,DUVAL COUNTY,Commercial
FL,115553,DUVAL COUNTY,Commercial
FL,188952,DUVAL COUNTY,Commercial
FL,923142,DUVAL COUNTY,Commercial
FL,394238,DUVAL COUNTY,Commercial
FL,884711,DUVAL COUNTY,Commercial
FL,463999,DUVAL COUNTY,Commercial
FL,575587,DUVAL COUNTY,Commercial
FL,971233,DUVAL COUNTY,Commercial
FL,735553,DUVAL COUNTY,Commercial
FL,827885,DUVAL COUNTY,Residential
FL,842735,DUVAL COUNTY,Residential
FL,542544,DUVAL COUNTY,Residential
FL,489799,DUVAL COUNTY,Commercial
FL,179917,DUVAL COUNTY,Commercial
FL,743678,DUVAL COUNTY,Residential
FL,598714,DUVAL COUNTY,Commercial
FL,895885,DUVAL COUNTY,Residential
FL,313786,DUVAL COUNTY,Commercial
FL,535248,DUVAL COUNTY,Commercial
FL,706708,DUVAL COUNTY,Residential
FL,771872,DUVAL COUNTY,Residential
FL,413294,DUVAL COUNTY,Residential
FL,408522,DUVAL COUNTY,Commercial
FL,971371,DUVAL COUNTY,Residential
FL,340752,DUVAL COUNTY,Residential
FL,348885,DUVAL COUNTY,Commercial
FL,889842,DUVAL COUNTY,Residential
FL,606357,DUVAL COUNTY,Residential
FL,738016,DUVAL COUNTY,Residential
FL,231530,DUVAL COUNTY,Residential
FL,223769,DUVAL COUNTY,Commercial
FL,242550,DUVAL COUNTY,Commercial
FL,649523,DUVAL COUNTY,Commercial
FL,732806,DUVAL COUNTY,Commercial
FL,506127,DUVAL COUNTY,Commercial
FL,682614,DUVAL COUNTY,Commercial
FL,383061,DUVAL COUNTY,Residential
FL,394483,DUVAL COUNTY,Residential
FL,100734,DUVAL COUNTY,Residential
FL,233198,DUVAL COUNTY,Residential
FL,407586,DUVAL COUNTY,Commercial
FL,777849,DUVAL COUNTY,Commercial
FL,368612,DUVAL COUNTY,Residential
FL,127678,DUVAL COUNTY,Residential
FL,120313,DUVAL COUNTY,Residential
FL,381935,DUVAL COUNTY,Commercial
FL,143107,DUVAL COUNTY,Residential
FL,805832,DUVAL COUNTY,Commercial
FL,687756,DUVAL COUNTY,Residential
FL,349748,DUVAL COUNTY,Residential
FL,169703,DUVAL COUNTY,Commercial
FL,160845,DUVAL COUNTY,Residential
FL,114716,DUVAL COUNTY,Commercial
FL,639372,DUVAL COUNTY,Residential
FL,962341,DUVAL COUNTY,Residential
FL,300088,DUVAL COUNTY,Residential
FL,447463,DUVAL COUNTY,Residential
FL,837999,DUVAL COUNTY,Residential
FL,296462,DUVAL COUNTY,Residential
FL,921167,DUVAL COUNTY,Residential
FL,609153,DUVAL COUNTY,Residential
FL,375107,DUVAL COUNTY,Residential
FL,566456,DUVAL COUNTY,Residential
FL,910667,DUVAL COUNTY,Residential
FL,822256,DUVAL COUNTY,Residential
FL,306936,ST  JOHNS COUNTY,Residential
FL,176160,ST  JOHNS COUNTY,Residential
FL,409658,ST  JOHNS COUNTY,Residential
FL,413864,ST  JOHNS COUNTY,Residential
FL,445152,ST  JOHNS COUNTY,Residential
FL,168986,ST  JOHNS COUNTY,Commercial
FL,288291,ST  JOHNS COUNTY,Residential
FL,180190,ST  JOHNS COUNTY,Residential
FL,668451,ST  JOHNS COUNTY,Residential
FL,614810,ST  JOHNS COUNTY,Residential
FL,502082,ST  JOHNS COUNTY,Residential
FL,706039,ST  JOHNS COUNTY,Residential
FL,306321,ST  JOHNS COUNTY,Residential
FL,373798,ST  JOHNS COUNTY,Residential
FL,469052,ST  JOHNS COUNTY,Residential
FL,481459,ST  JOHNS COUNTY,Residential
FL,390921,ST  JOHNS COUNTY,Residential
FL,196529,ST  JOHNS COUNTY,Residential
FL,740303,ST  JOHNS COUNTY,Residential
FL,538916,ST  JOHNS COUNTY,Residential
FL,994961,ST  JOHNS COUNTY,Residential
FL,409875,ST  JOHNS COUNTY,Residential
FL,312502,ST  JOHNS COUNTY,Residential
FL,972492,ST  JOHNS COUNTY,Residential
FL,973803,ST  JOHNS COUNTY,Residential
FL,392941,ST  JOHNS COUNTY,Residential
FL,483132,ST  JOHNS COUNTY,Residential
FL,941267,ST  JOHNS COUNTY,Residential
FL,979434,ST  JOHNS COUNTY,Residential
FL,395199,ST  JOHNS COUNTY,Residential
FL,935112,ST  JOHNS COUNTY,Residential
FL,328328,ST  JOHNS COUNTY,Residential
FL,988479,ST  JOHNS COUNTY,Residential
FL,938390,ST  JOHNS COUNTY,Residential
FL,531723,ST  JOHNS COUNTY,Residential
FL,390295,ST  JOHNS COUNTY,Residential
FL,800333,ST  JOHNS COUNTY,Residential
FL,896027,ST  JOHNS COUNTY,Residential
FL,159053,ST  JOHNS COUNTY,Residential
FL,850624,ST  JOHNS COUNTY,Residential
FL,501210,ST  JOHNS COUNTY,Residential
FL,206613,ST  JOHNS COUNTY,Residential
FL,215176,ST  JOHNS COUNTY,Residential
FL,348557,ST  JOHNS COUNTY,Residential
FL,449758,ST  JOHNS COUNTY,Residential
FL,149149,ST  JOHNS COUNTY,Residential
FL,630004,ST  JOHNS COUNTY,Residential
FL,400230,ST  JOHNS COUNTY,Residential
FL,820739,ST  JOHNS COUNTY,Residential
FL,392800,ST  JOHNS COUNTY,Residential
FL,331634,ST  JOHNS COUNTY,Residential
FL,289487,ST  JOHNS COUNTY,Residential
FL,944227,ST  JOHNS COUNTY,Residential
FL,309870,ST  JOHNS COUNTY,Residential
FL,781075,ST  JOHNS COUNTY,Residential
FL,138800,ST  JOHNS COUNTY,Commercial
FL,238602,ST  JOHNS COUNTY,Residential
FL,766085,ST  JOHNS COUNTY,Residential
FL,742674,ST  JOHNS COUNTY,Residential
FL,539986,ST  JOHNS COUNTY,Residential
FL,970167,ST  JOHNS COUNTY,Residential
FL,790549,ST  JOHNS COUNTY,Residential
FL,726087,ST  JOHNS COUNTY,Residential
FL,466491,ST  JOHNS COUNTY,Residential
FL,137084,ST  JOHNS COUNTY,Residential
FL,770955,ST  JOHNS COUNTY,Residential
FL,296576,ST  JOHNS COUNTY,Residential
FL,375634,ST  JOHNS COUNTY,Residential
FL,666525,ST  JOHNS COUNTY,Residential
FL,885400,ST  JOHNS COUNTY,Residential
FL,294715,ST  JOHNS COUNTY,Residential
FL,121406,ST  JOHNS COUNTY,Residential
FL,667352,ST  JOHNS COUNTY,Residential
FL,221935,ST  JOHNS COUNTY,Residential
FL,420569,ST  JOHNS COUNTY,Residential
FL,121608,ST  JOHNS COUNTY,Residential
FL,219338,ST  JOHNS COUNTY,Residential
FL,656313,ST  JOHNS COUNTY,Residential
FL,719612,ST  JOHNS COUNTY,Commercial
FL,622576,ST  JOHNS COUNTY,Residential
FL,288272,ST  JOHNS COUNTY,Residential
FL,483654,ST  JOHNS COUNTY,Residential
FL,206575,ST  JOHNS COUNTY,Residential
FL,431741,ST  JOHNS COUNTY,Residential
FL,574975,ST  JOHNS COUNTY,Residential
FL,916215,ST  JOHNS COUNTY,Residential
FL,250085,ST  JOHNS COUNTY,Residential
FL,498521,ST  JOHNS COUNTY,Residential
FL,437546,ST  JOHNS COUNTY,Residential
FL,336215,ST  JOHNS COUNTY,Residential
FL,850733,ST  JOHNS COUNTY,Residential
FL,779536,ST  JOHNS COUNTY,Residential
FL,806053,ST  JOHNS COUNTY,Residential
FL,215624,ST  JOHNS COUNTY,Commercial
FL,615260,ST  JOHNS COUNTY,Commercial
FL,495971,ST  JOHNS COUNTY,Commercial
FL,514202,ST  JOHNS COUNTY,Residential
FL,538761,ST  JOHNS COUNTY,Residential
FL,213484,ST  JOHNS COUNTY,Residential
FL,143092,ST  JOHNS COUNTY,Residential
FL,708325,ST  JOHNS COUNTY,Residential
FL,155509,ST  JOHNS COUNTY,Residential
FL,746709,ST  JOHNS COUNTY,Residential
FL,819848,ST  JOHNS COUNTY,Residential
FL,309835,ST  JOHNS COUNTY,Residential
FL,139184,ST  JOHNS COUNTY,Residential
FL,290655,ST  JOHNS COUNTY,Residential
FL,827012,ST  JOHNS COUNTY,Commercial
FL,318336,ST  JOHNS COUNTY,Residential
FL,258417,ST  JOHNS COUNTY,Residential
FL,701302,ST  JOHNS COUNTY,Residential
FL,142034,ST  JOHNS COUNTY,Residential
FL,328942,ST  JOHNS COUNTY,Residential
FL,347135,ST  JOHNS COUNTY,Residential
FL,909114,ST  JOHNS COUNTY,Residential
FL,563415,ST  JOHNS COUNTY,Residential
FL,279517,ST  JOHNS COUNTY,Commercial
FL,556606,ST  JOHNS COUNTY,Residential
FL,651400,ST  JOHNS COUNTY,Residential
FL,727059,ST  JOHNS COUNTY,Residential
FL,696150,ST  JOHNS COUNTY,Commercial
FL,617858,ST  JOHNS COUNTY,Residential
FL,435154,ST  JOHNS COUNTY,Residential
FL,526134,ST  JOHNS COUNTY,Residential
FL,168517,ST  JOHNS COUNTY,Residential
FL,338250,ST  JOHNS COUNTY,Residential
FL,183015,ST  JOHNS COUNTY,Residential
FL,153278,ST  JOHNS COUNTY,Residential
FL,805805,ST  JOHNS COUNTY,Residential
FL,123298,ST  JOHNS COUNTY,Residential
FL,220620,ST  JOHNS COUNTY,Residential
FL,111828,ST  JOHNS COUNTY,Residential
FL,809267,ST  JOHNS COUNTY,Residential
FL,100832,ST  JOHNS COUNTY,Residential
FL,833501,ST  JOHNS COUNTY,Residential
FL,855220,ST  JOHNS COUNTY,Residential
FL,780279,ST  JOHNS COUNTY,Residential
FL,736500,ST  JOHNS COUNTY,Residential
FL,769111,ST  JOHNS COUNTY,Commercial
FL,552700,ST  JOHNS COUNTY,Residential
FL,261355,ST  JOHNS COUNTY,Residential
FL,232697,ST  JOHNS COUNTY,Residential
FL,871943,ST  JOHNS COUNTY,Residential
FL,902178,ST  JOHNS COUNTY,Residential
FL,642392,ST  JOHNS COUNTY,Residential
FL,879254,ST  JOHNS COUNTY,Residential
FL,662332,ST  JOHNS COUNTY,Residential
FL,322056,ST  JOHNS COUNTY,Residential
FL,412153,DUVAL COUNTY,Residential
FL,661157,DUVAL COUNTY,Residential
FL,340623,DUVAL COUNTY,Residential
FL,316160,DUVAL COUNTY,Residential
FL,436138,DUVAL COUNTY,Residential
FL,117516,DUVAL COUNTY,Residential
FL,648515,DUVAL COUNTY,Residential
FL,845348,DUVAL COUNTY,Commercial
FL,369196,DUVAL COUNTY,Residential
FL,524989,DUVAL COUNTY,Residential
FL,731292,DUVAL COUNTY,Residential
FL,270408,DUVAL COUNTY,Residential
FL,146599,DUVAL COUNTY,Residential
FL,334837,DUVAL COUNTY,Residential
FL,713639,DUVAL COUNTY,Residential
FL,994148,DUVAL COUNTY,Residential
FL,311195,DUVAL COUNTY,Residential
FL,122957,DUVAL COUNTY,Residential
FL,792909,DUVAL COUNTY,Residential
FL,354608,DUVAL COUNTY,Residential
FL,669472,DUVAL COUNTY,Residential
FL,606218,DUVAL COUNTY,Residential
FL,997046,DUVAL COUNTY,Commercial
FL,762150,DUVAL COUNTY,Residential
FL,598122,DUVAL COUNTY,Commercial
FL,743490,DUVAL COUNTY,Residential
FL,354377,DUVAL COUNTY,Residential
FL,423012,DUVAL COUNTY,Residential
FL,193658,DUVAL COUNTY,Residential
FL,932158,DUVAL COUNTY,Residential
FL,145157,DUVAL COUNTY,Residential
FL,917300,DUVAL COUNTY,Commercial
FL,139283,DUVAL COUNTY,Residential
FL,677487,DUVAL COUNTY,Residential
FL,945412,DUVAL COUNTY,Commercial
FL,360081,DUVAL COUNTY,Residential
FL,942850,DUVAL COUNTY,Commercial
FL,788310,DUVAL COUNTY,Commercial
FL,715861,DUVAL COUNTY,Residential
FL,597274,DUVAL COUNTY,Commercial
FL,568609,DUVAL COUNTY,Residential
FL,289654,DUVAL COUNTY,Commercial
FL,280820,DUVAL COUNTY,Residential
FL,673647,DUVAL COUNTY,Commercial
FL,327821,DUVAL COUNTY,Commercial
FL,950932,DUVAL COUNTY,Residential
FL,998455,DUVAL COUNTY,Residential
FL,540523,DUVAL COUNTY,Residential
FL,424217,DUVAL COUNTY,Residential
FL,699408,DUVAL COUNTY,Residential
FL,687347,DUVAL COUNTY,Residential
FL,680327,DUVAL COUNTY,Residential
FL,597117,DUVAL COUNTY,Commercial
FL,266549,DUVAL COUNTY,Commercial
FL,673994,DUVAL COUNTY,Residential
FL,436373,DUVAL COUNTY,Residential
FL,835868,LEON COUNTY,Residential
FL,214893,LEON COUNTY,Residential
FL,649680,LEON COUNTY,Residential
FL,415864,LEON COUNTY,Commercial
FL,119912,LEON COUNTY,Residential
FL,595269,LEON COUNTY,Commercial
FL,767070,LEON COUNTY,Residential
FL,676536,LEON COUNTY,Commercial
FL,852629,LEON COUNTY,Residential
FL,389349,LEON COUNTY,Residential
FL,152953,LEON COUNTY,Commercial
FL,955461,LEON COUNTY,Residential
FL,237748,LEON COUNTY,Residential
FL,761602,LEON COUNTY,Commercial
FL,896196,LEON COUNTY,Commercial
FL,119126,LEON COUNTY,Commercial
FL,384059,LEON COUNTY,Residential
FL,390978,LEON COUNTY,Residential
FL,274235,LEON COUNTY,Residential
FL,771305,LEON COUNTY,Residential
FL,726249,LEON COUNTY,Residential
FL,593040,LEON COUNTY,Residential
FL,492618,LEON COUNTY,Residential
FL,930951,LEON COUNTY,Residential
FL,481346,LEON COUNTY,Residential
FL,441607,LEON COUNTY,Residential
FL,969756,LEON COUNTY,Residential
FL,260394,LEON COUNTY,Residential
FL,344306,LEON COUNTY,Residential
FL,303488,LEON COUNTY,Residential
FL,420736,LEON COUNTY,Residential
FL,999074,LEON COUNTY,Residential
FL,436388,LEON COUNTY,Commercial
FL,225877,LEON COUNTY,Residential
FL,239600,LEON COUNTY,Residential
FL,372980,LEON COUNTY,Residential
FL,426550,LEON COUNTY,Commercial
FL,668292,LEON COUNTY,Residential
FL,579643,LEON COUNTY,Residential
FL,719414,LEON COUNTY,Residential
FL,909116,LEON COUNTY,Residential
FL,154943,LEON COUNTY,Residential
FL,767203,LEON COUNTY,Residential
FL,969840,LEON COUNTY,Residential
FL,250163,LEON COUNTY,Residential
FL,357693,LEON COUNTY,Residential
FL,202254,LEON COUNTY,Residential
FL,891615,LEON COUNTY,Residential
FL,210155,LEON COUNTY,Residential
FL,406098,LEON COUNTY,Residential
FL,636233,LEON COUNTY,Residential
FL,660021,LEON COUNTY,Commercial
FL,908793,LEON COUNTY,Residential
FL,285202,LEON COUNTY,Residential
FL,575821,LEON COUNTY,Residential
FL,905410,LEON COUNTY,Residential
FL,234566,LEON COUNTY,Residential
FL,648800,LEON COUNTY,Residential
FL,118922,LEON COUNTY,Residential
FL,999511,LEON COUNTY,Commercial
FL,460983,LEON COUNTY,Residential
FL,746058,LEON COUNTY,Residential
FL,914824,LEON COUNTY,Commercial
FL,828851,LEON COUNTY,Commercial
FL,215511,LEON COUNTY,Commercial
FL,689551,LEON COUNTY,Residential
FL,646941,LEON COUNTY,Residential
FL,239894,LEON COUNTY,Residential
FL,601473,LEON COUNTY,Residential
FL,295575,LEON COUNTY,Residential
FL,284817,LEON COUNTY,Residential
FL,247418,LEON COUNTY,Residential
FL,956631,LEON COUNTY,Commercial
FL,274394,LEON COUNTY,Residential
FL,241568,LEON COUNTY,Residential
FL,710879,LEON COUNTY,Residential
FL,389832,LEON COUNTY,Residential
FL,981075,LEON COUNTY,Residential
FL,472817,LEON COUNTY,Residential
FL,270291,LEON COUNTY,Commercial
FL,625006,LEON COUNTY,Commercial
FL,730065,LEON COUNTY,Commercial
FL,127439,LEON COUNTY,Commercial
FL,200161,LEON COUNTY,Commercial
FL,972046,LEON COUNTY,Commercial
FL,731927,LEON COUNTY,Commercial
FL,189177,LEON COUNTY,Commercial
FL,805881,LEON COUNTY,Residential
FL,689675,LEON COUNTY,Commercial
FL,147990,LEON COUNTY,Commercial
FL,857740,LEON COUNTY,Residential
FL,650870,LEON COUNTY,Residential
FL,171696,LEON COUNTY,Residential
FL,173411,LEON COUNTY,Residential
FL,134855,LEON COUNTY,Residential
FL,253880,LEON COUNTY,Residential
FL,867210,LEON COUNTY,Commercial
FL,201080,LEON COUNTY,Commercial
FL,402131,LEON COUNTY,Residential
FL,974455,LEON COUNTY,Residential
FL,703811,LEON COUNTY,Residential
FL,766146,LEON COUNTY,Residential
FL,651977,LEON COUNTY,Residential
FL,395336,LEON COUNTY,Commercial
FL,309592,LEON COUNTY,Commercial
FL,724503,LEON COUNTY,Commercial
FL,133652,LEON COUNTY,Residential
FL,932447,LEON COUNTY,Residential
FL,640925,LEON COUNTY,Commercial
FL,268779,LEON COUNTY,Commercial
FL,234219,LEON COUNTY,Commercial
FL,776191,LEON COUNTY,Residential
FL,862405,LEON COUNTY,Residential
FL,439550,LEON COUNTY,Residential
FL,610152,LEON COUNTY,Residential
FL,636589,LEON COUNTY,Residential
FL,663394,LEON COUNTY,Residential
FL,203390,LEON COUNTY,Residential
FL,460155,LEON COUNTY,Residential
FL,202669,LEON COUNTY,Commercial
FL,680696,LEON COUNTY,Residential
FL,932413,LEON COUNTY,Residential
FL,577961,LEON COUNTY,Commercial
FL,402465,LEON COUNTY,Residential
FL,441804,LEON COUNTY,Residential
FL,427207,LEON COUNTY,Residential
FL,357789,LEON COUNTY,Residential
FL,962575,LEON COUNTY,Residential
FL,481067,LEON COUNTY,Residential
FL,378030,LEON COUNTY,Commercial
FL,227970,LEON COUNTY,Residential
FL,312359,LEON COUNTY,Residential
FL,622542,LEON COUNTY,Residential
FL,654076,LEON COUNTY,Residential
FL,799638,LEON COUNTY,Commercial
FL,301168,LEON COUNTY,Commercial
FL,704199,LEON COUNTY,Residential
FL,995995,LEON COUNTY,Residential
FL,586496,LEON COUNTY,Residential
FL,166251,LEON COUNTY,Residential
FL,627242,LEON COUNTY,Residential
FL,704509,LEON COUNTY,Residential
FL,392017,LEON COUNTY,Residential
FL,744159,LEON COUNTY,Commercial
FL,452889,LEON COUNTY,Commercial
FL,877439,LEON COUNTY,Residential
FL,636980,LEON COUNTY,Commercial
FL,996522,LEON COUNTY,Residential
FL,929753,LEON COUNTY,Residential
FL,956015,LEON COUNTY,Commercial
FL,669029,LEON COUNTY,Residential
FL,228166,LEON COUNTY,Residential
FL,677953,LEON COUNTY,Residential
FL,401301,LEON COUNTY,Residential
FL,268640,LEON COUNTY,Residential
FL,300856,LEON COUNTY,Residential
FL,933265,LEON COUNTY,Residential
FL,891070,LEON COUNTY,Commercial
FL,511306,LEON COUNTY,Residential
FL,645925,LEON COUNTY,Residential
FL,616982,LEON COUNTY,Residential
FL,719750,LEON COUNTY,Residential
FL,610089,LEON COUNTY,Residential
FL,629045,LEON COUNTY,Residential
FL,685168,LEON COUNTY,Residential
FL,578509,LEON COUNTY,Residential
FL,775294,LEON COUNTY,Residential
FL,210493,LEON COUNTY,Residential
FL,914012,LEON COUNTY,Residential
FL,852931,LEON COUNTY,Residential
FL,727832,LEON COUNTY,Residential
FL,140749,LEON COUNTY,Residential
FL,596550,LEON COUNTY,Commercial
FL,859377,LEON COUNTY,Residential
FL,584257,LEON COUNTY,Residential
FL,155589,LEON COUNTY,Residential
FL,514183,LEON COUNTY,Residential
FL,872822,LEON COUNTY,Residential
FL,651684,LEON COUNTY,Residential
FL,779165,LEON COUNTY,Residential
FL,158884,LEON COUNTY,Commercial
FL,144149,LEON COUNTY,Residential
FL,383577,LEON COUNTY,Residential
FL,261091,LEON COUNTY,Residential
FL,444338,LEON COUNTY,Residential
FL,327171,LEON COUNTY,Residential
FL,371347,LEON COUNTY,Residential
FL,951686,LEON COUNTY,Residential
FL,447162,LEON COUNTY,Commercial
FL,188345,LEON COUNTY,Residential
FL,818636,LEON COUNTY,Residential
FL,614898,LEON COUNTY,Residential
FL,669081,LEON COUNTY,Residential
FL,935876,LEON COUNTY,Residential
FL,468469,LEON COUNTY,Residential
FL,542386,LEON COUNTY,Residential
FL,395441,LEON COUNTY,Residential
FL,303562,LEON COUNTY,Residential
FL,825549,LEON COUNTY,Residential
FL,970082,LEON COUNTY,Residential
FL,716335,LEON COUNTY,Residential
FL,254640,LEON COUNTY,Residential
FL,614480,LEON COUNTY,Residential
FL,738905,LEON COUNTY,Residential
FL,524306,LEON COUNTY,Residential
FL,734078,LEON COUNTY,Residential
FL,427755,LEON COUNTY,Residential
FL,484434,LEON COUNTY,Residential
FL,995789,LEON COUNTY,Residential
FL,105029,LEON COUNTY,Residential
FL,939080,LEON COUNTY,Residential
FL,963857,LEON COUNTY,Residential
FL,269554,LEON COUNTY,Residential
FL,359282,LEON COUNTY,Residential
FL,246752,LEON COUNTY,Residential
FL,204754,LEON COUNTY,Residential
FL,659602,LEON COUNTY,Residential
FL,334792,LEON COUNTY,Commercial
FL,674289,LEON COUNTY,Residential
FL,384509,LEON COUNTY,Residential
FL,475176,LEON COUNTY,Residential
FL,332849,LEON COUNTY,Residential
FL,803588,LEON COUNTY,Residential
FL,230743,LEON COUNTY,Residential
FL,411740,LEON COUNTY,Residential
FL,937207,LEON COUNTY,Residential
FL,848833,LEON COUNTY,Residential
FL,504245,LEON COUNTY,Residential
FL,734996,LEON COUNTY,Residential
FL,230134,LEON COUNTY,Residential
FL,816763,LEON COUNTY,Residential
FL,322162,LEON COUNTY,Residential
FL,321155,LEON COUNTY,Residential
FL,613838,LEON COUNTY,Residential
FL,869481,LEON COUNTY,Residential
FL,384695,LEON COUNTY,Residential
FL,983908,LEON COUNTY,Residential
FL,111917,LEON COUNTY,Residential
FL,176957,LEON COUNTY,Residential
FL,470811,LEON COUNTY,Residential
FL,352835,LEON COUNTY,Residential
FL,481615,FRANKLIN COUNTY,Residential
FL,906547,FRANKLIN COUNTY,Residential
FL,748767,FRANKLIN COUNTY,Residential
FL,389516,FRANKLIN COUNTY,Residential
FL,594771,FRANKLIN COUNTY,Residential
FL,786732,FRANKLIN COUNTY,Residential
FL,612028,FRANKLIN COUNTY,Residential
FL,989756,FRANKLIN COUNTY,Residential
FL,699478,FRANKLIN COUNTY,Residential
FL,415463,FRANKLIN COUNTY,Residential
FL,351135,FRANKLIN COUNTY,Residential
FL,496510,FRANKLIN COUNTY,Residential
FL,485677,LIBERTY COUNTY,Residential
FL,677003,LIBERTY COUNTY,Residential
FL,105608,LIBERTY COUNTY,Residential
FL,158676,LIBERTY COUNTY,Residential
FL,777817,LIBERTY COUNTY,Residential
FL,812774,LIBERTY COUNTY,Residential
FL,159089,LIBERTY COUNTY,Residential
